    n    m             Cnm                      Snm  
   53   15    0.586607083693797E-08    0.528768559378241E-08 
   53   16    0.745243642705956E-09    0.576288563200035E-08 
   53   17   -0.430944076328104E-08    0.737824764004708E-09 
   53   18    0.274273541584274E-08    0.191891404803159E-08 
   53   19    0.348617297110302E-08   -0.846684964504154E-09 
   53   20   -0.111773788874330E-08   -0.119816632364364E-08 
   53   21   -0.288351604837971E-08    0.263948690163173E-08 
   53   22    0.689573011029069E-10    0.568997000563136E-08 
   53   23    0.435917333702017E-08   -0.532392922857680E-08 
   53   24   -0.507058993286110E-08    0.605667543665747E-08 
   53   25   -0.403188294990276E-09   -0.611138871025897E-08 
   53   26   -0.703161911533911E-09    0.212093430093630E-08 
   53   27   -0.288924764170402E-09   -0.241796929650331E-08 
   53   28    0.129828153688527E-08    0.296769165571937E-08 
   53   29   -0.642592897205236E-08   -0.247282258600998E-08 
   53   30   -0.534197160979888E-08   -0.598370361495444E-08 
   53   31   -0.240474558228509E-08    0.191131719521054E-08 
   53   32    0.201505151354475E-08   -0.150967791875594E-08 
   53   33   -0.435043730681416E-09    0.124928648960745E-08 
   53   34   -0.431654084256333E-08   -0.772334980302148E-08 
   53   35    0.116615404389172E-08   -0.359307665089748E-08 
   53   36    0.263786917609221E-08    0.248582676572510E-08 
   53   37   -0.251820055601962E-08    0.153027919558396E-08 
   53   38    0.107805905502899E-08   -0.214332847880395E-08 
   53   39   -0.153842393096182E-08   -0.316328111498866E-08 
   53   40   -0.471054829688296E-09   -0.892771487150916E-09 
   53   41    0.745091246271755E-08   -0.605032198377448E-08 
   53   42    0.450948484892874E-08    0.239133183268104E-08 
   53   43   -0.382525071941683E-09    0.433323902501181E-08 
   53   44    0.169483862781887E-08   -0.118555453355481E-08 
   53   45   -0.730024784060406E-08    0.293958874115078E-08 
   53   46   -0.126374612811762E-08   -0.477427042073468E-08 
   53   47   -0.136044238869662E-08    0.593244884866765E-08 
   53   48   -0.230672144989159E-08   -0.405549938566767E-08 
   53   49   -0.143594146816352E-08   -0.454537899416223E-08 
   53   50    0.835415044277590E-08    0.104933289454898E-08 
   53   51    0.192973774624776E-08    0.289014922165506E-09 
   53   52    0.621855621397650E-08    0.592496199449504E-09 
   53   53    0.197267304939322E-08    0.397248747156838E-08 
   54    0    0.223676813468770E-08    0.000000000000000E+00 
   54    1   -0.162605728500546E-08    0.415888204649453E-08 
   54    2    0.231444580286181E-08   -0.306188685539385E-09 
   54    3    0.550234233590954E-08    0.150657393585826E-08 
   54    4   -0.118200455417015E-08   -0.667172345252689E-08 
   54    5    0.206099137024365E-08   -0.156692277470986E-08 
   54    6    0.166547841644033E-08   -0.241743921207142E-08 
   54    7    0.302770089632963E-08    0.946036649854221E-09 
   54    8    0.368518113431713E-08   -0.345029173619306E-08 
   54    9    0.245583941628796E-08    0.707074724357734E-08 
   54   10    0.435434629214216E-08   -0.118657501793735E-08 
   54   11    0.295718064525874E-08    0.249417473351983E-10 
   54   12   -0.973875398867057E-09   -0.316122612875532E-08 
   54   13    0.428731791639870E-08    0.245849492422411E-09 
   54   14   -0.191499560364421E-08    0.880114182149924E-09 
   54   15    0.289882409673934E-08   -0.416022683711917E-08 
   54   16   -0.373097430433480E-08    0.257338483642337E-08 
   54   17   -0.334614891726853E-09    0.629365881530952E-08 
   54   18    0.371010062861241E-08   -0.925305089128398E-09 
   54   19    0.830909069902739E-08   -0.169419678068677E-08 
   54   20   -0.221635813432645E-08   -0.110733691667333E-08 
   54   21   -0.321538351781681E-08    0.257866683402566E-08 
   54   22   -0.311049264565388E-08    0.358164373447282E-08 
   54   23   -0.132944680910475E-09   -0.167973457660856E-08 
   54   24    0.362785251832799E-08    0.407316128253688E-08 
   54   25   -0.379431099143995E-08   -0.204046820266175E-08 
   54   26    0.446296524066889E-08   -0.294425070000836E-08 
   54   27   -0.514137809040297E-09    0.510097851693500E-08 
   54   28   -0.192741005822533E-08   -0.467482461533456E-09 
   54   29   -0.158403610612299E-08    0.729626309467013E-09 
   54   30    0.220443343983285E-08    0.194835286892625E-08 
   54   31    0.730925661283107E-09    0.434594997308370E-08 
   54   32   -0.319702275929186E-08    0.225424983810152E-08 
   54   33   -0.607914238692039E-08    0.492481298862808E-09 
   54   34   -0.770905464052291E-08   -0.460480653408229E-08 
   54   35    0.134091721717577E-08   -0.845827882374380E-08 
   54   36    0.217436456752768E-08   -0.735656908232695E-08 
   54   37    0.266691961071644E-08    0.218081680654342E-08 
   54   38   -0.410979514923422E-09   -0.886406824307986E-09 
   54   39    0.767539833075484E-08   -0.142973772282669E-08 
   54   40    0.402647684517940E-08    0.492605179509451E-09 
   54   41    0.577375495225505E-08    0.481863347308302E-08 
   54   42    0.525467851943341E-08    0.581967908197609E-08 
   54   43   -0.181347931408339E-08    0.391257188559277E-08 
   54   44   -0.177888390482027E-08    0.321391257230897E-08 
   54   45   -0.165291011427849E-08   -0.531782299315653E-08 
   54   46    0.733661877654126E-09   -0.413634123945668E-08 
   54   47   -0.314822397639612E-08    0.338261849304742E-08 
   54   48    0.317873277187029E-08    0.236335519920361E-08 
   54   49   -0.709388379213982E-11    0.964833071742971E-09 
   54   50   -0.186220460096457E-08   -0.179782197102662E-08 
   54   51    0.490451731848857E-08    0.278739478682606E-08 
   54   52    0.136537936945528E-08   -0.263421890113694E-08 
   54   53   -0.273290345129404E-08    0.336739897094331E-08 
   54   54   -0.779231324750027E-08    0.510077881515232E-08 
   55    0    0.997679654086592E-09    0.000000000000000E+00 
   55    1   -0.267617209977514E-09    0.463884121976025E-08 
   55    2   -0.172547588564946E-08   -0.224229212066038E-08 
   55    3    0.542746685156829E-08    0.315639617033967E-08 
   55    4    0.135804813489920E-08    0.271877390112386E-08 
   55    5    0.614071433258825E-08    0.303049081604516E-08 
   55    6   -0.836202974581664E-09   -0.195294100047110E-08 
   55    7    0.948756058332173E-09    0.356162013257347E-08 
   55    8   -0.374016749609129E-08    0.862056258234602E-09 
   55    9    0.371359767794213E-08    0.185615880274486E-08 
   55   10   -0.102753728407482E-08    0.369179587054067E-08 
   55   11    0.287581967280543E-08    0.304335323060127E-08 
   55   12    0.141399971148568E-08    0.323957084124175E-08 
   55   13    0.203164113264364E-08   -0.878011410234823E-09 
   55   14   -0.213729326889391E-08    0.888796442974782E-09 
   55   15   -0.183505967556770E-08   -0.513263077638013E-08 
   55   16   -0.301527683257163E-08   -0.190553499453330E-09 
   55   17   -0.220569694524178E-08   -0.181743019546000E-08 
   55   18   -0.254894213764125E-08    0.634385452700947E-08 
   55   19    0.179355110996835E-08   -0.309826223951871E-09 
   55   20   -0.913024588460468E-09    0.106662779849112E-08 
   55   21    0.654947244471687E-09   -0.305210525169705E-08 
   55   22    0.403586319195010E-08   -0.239199040086280E-08 
   55   23    0.164291040838276E-08    0.585434930989347E-08 
   55   24    0.671113479706245E-08    0.375828696962780E-08 
   55   25   -0.486512469309466E-08    0.212637978243777E-08 
   55   26   -0.103130366720034E-08   -0.209994537480074E-08 
   55   27   -0.339298948467321E-08    0.348591804758911E-08 
   55   28    0.311569483908081E-09    0.269508720559896E-09 
   55   29    0.294873494162650E-08   -0.795305079723703E-09 
   55   30    0.451915132449936E-08    0.179183981659307E-09 
   55   31   -0.217593147706147E-09    0.126818898805453E-08 
   55   32    0.266687604174358E-09    0.155869638457267E-08 
   55   33    0.148119813844705E-08   -0.517613921518769E-10 
   55   34   -0.381974510774563E-09    0.765956313820457E-09 
   55   35    0.270762590383478E-08   -0.219025433520209E-08 
   55   36    0.116270208598357E-08    0.453721869464084E-08 
   55   37   -0.289636455404320E-08    0.506693314864551E-08 
   55   38   -0.711146959723153E-08    0.129874063255862E-08 
   55   39   -0.208907161010556E-08   -0.476301298931325E-08 
   55   40    0.321621300039803E-08   -0.444860324921476E-08 
   55   41    0.358743134965426E-08    0.292059146138716E-09 
   55   42    0.311363457892966E-08   -0.222525893894487E-08 
   55   43    0.535636883636523E-09   -0.750944872887827E-10 
   55   44    0.773254756696884E-08   -0.230473868629154E-08 
   55   45    0.144865146714248E-08    0.438227883268799E-08 
   55   46   -0.353974522298536E-08   -0.187866786734461E-08 
   55   47    0.350151061464732E-08   -0.534899640350655E-10 
   55   48   -0.538274092976848E-08   -0.186039302376811E-08 
   55   49    0.235176814937999E-08   -0.433356467706898E-09 
   55   50   -0.444948546475293E-08    0.135867474564691E-08 
   55   51    0.120660397633673E-09    0.483276215562264E-08 
   55   52   -0.463620583986214E-08   -0.370939130490793E-08 
   55   53    0.326095826042710E-09    0.147373818678622E-08 
   55   54   -0.557195777946320E-08   -0.620290635709340E-08 
   55   55    0.164888634345311E-08   -0.566496978856843E-08 
   56    0   -0.427427873717461E-08    0.000000000000000E+00 
   56    1    0.342176001772923E-08    0.360822120365550E-08 
   56    2   -0.314615274919652E-08    0.538101554528588E-08 
   56    3   -0.249467523300934E-08    0.272706708690394E-08 
   56    4   -0.948070817241777E-09    0.454214990297417E-08 
   56    5    0.245318621283401E-08    0.252534201970708E-08 
   56    6   -0.886621237629040E-08    0.134973191103552E-08 
   56    7    0.299856381459662E-08   -0.252678040974261E-09 
   56    8   -0.376803544120734E-08   -0.544377812785087E-08 
   56    9    0.371385253983872E-08    0.105271518111553E-08 
   56   10   -0.335188922790972E-08    0.133823397889671E-08 
   56   11    0.653782080750842E-09    0.302934940084085E-08 
   56   12   -0.114128454669094E-08    0.479537810142057E-08 
   56   13    0.896992668466741E-09    0.576711980818473E-08 
   56   14    0.132582461793774E-09    0.434679910595244E-08 
   56   15   -0.348718346161723E-08    0.119453446464815E-08 
   56   16   -0.402747480561891E-09   -0.351653202381673E-08 
   56   17   -0.719726590686836E-08    0.670113435905189E-09 
   56   18   -0.201409734235356E-08    0.306783350849352E-08 
   56   19   -0.148093121985425E-08   -0.359451376840151E-09 
   56   20    0.524191627592303E-08   -0.199841950249181E-08 
   56   21    0.231686171634817E-09   -0.424816886584239E-08 
   56   22    0.168104529923934E-08   -0.116118196322627E-09 
   56   23    0.214109262173465E-08    0.431785238355919E-08 
   56   24    0.112922063924286E-08    0.496415193991342E-10 
   56   25   -0.160391067173997E-08    0.308441691899470E-08 
   56   26    0.219392393283229E-08   -0.456392094344148E-08 
   56   27    0.107506163990609E-08    0.306163114268278E-08 
   56   28   -0.351845626930988E-08    0.105039388757866E-08 
   56   29    0.440814757211175E-08   -0.361068869495564E-08 
   56   30   -0.878158843156865E-09    0.246196124914506E-08 
   56   31   -0.124111835947217E-08   -0.598771726787456E-08 
   56   32    0.379233611180504E-08   -0.257107955264098E-08 
   56   33    0.556047238075670E-08    0.214703411187382E-08 
   56   34    0.339819975821561E-08    0.779729931886163E-09 
   56   35   -0.463706241522405E-09    0.202800822732019E-09 
   56   36    0.323587281259507E-08   -0.419533057361676E-09 
   56   37    0.231361614532054E-08    0.478596992200287E-08 
   56   38    0.176948150988535E-08    0.490900872397035E-08 
   56   39   -0.169887522598502E-08   -0.422226419660166E-08 
   56   40    0.202675144063674E-08    0.344196814415959E-08 
   56   41   -0.382958288349092E-09    0.289182050977721E-08 
   56   42   -0.561348059861832E-08   -0.929829057579628E-10 
   56   43    0.738811584823640E-09   -0.553691267080447E-08 
   56   44    0.123782489905175E-08    0.235004954133322E-08 
   56   45    0.492857132265469E-08   -0.924011322212934E-09 
   56   46    0.339715964183863E-08   -0.396086987984341E-08 
   56   47    0.743764501659420E-08    0.239065249122787E-08 
   56   48   -0.174016507222590E-08   -0.293971619325474E-08 
   56   49    0.423065695741324E-08    0.594232855470206E-08 
   56   50   -0.494008499109523E-08    0.115540832008250E-08 
   56   51    0.269353084914493E-08   -0.993011997661208E-09 
   56   52   -0.290599086531453E-08   -0.183922642988509E-08 
   56   53   -0.977264412545790E-08   -0.791593729778436E-09 
   56   54   -0.689493692942065E-08   -0.196204019803454E-08 
   56   55   -0.108375192248788E-09   -0.394826280735775E-08 
   56   56    0.148778411267539E-08   -0.968468031507491E-09 
   57    0   -0.269870965313986E-08    0.000000000000000E+00 
   57    1    0.494260045464575E-08   -0.263122484238579E-08 
   57    2   -0.348965382653097E-08    0.154095939296521E-08 
   57    3   -0.426838344418125E-08    0.394861272300679E-08 
   57    4   -0.723349663414721E-08   -0.603958485633653E-09 
   57    5   -0.285016630089359E-08    0.543841315161579E-09 
   57    6    0.132214033458996E-08   -0.142986029783710E-08 
   57    7   -0.655117792601087E-09    0.250917325230086E-10 
   57    8    0.392557600032194E-08    0.899946025735537E-08 
   57    9    0.217043921768901E-08   -0.434973186689993E-08 
   57   10   -0.207289561442157E-08    0.314130900758783E-08 
   57   11   -0.402937128108316E-08   -0.716111990463301E-08 
   57   12    0.605778170392241E-08    0.670839741930166E-08 
   57   13    0.725755419156923E-09   -0.214816880973687E-08 
   57   14   -0.878074780338642E-09    0.556196447340460E-08 
   57   15    0.742514401148608E-09    0.527949149666600E-08 
   57   16   -0.469703449680642E-13   -0.444387440721308E-08 
   57   17   -0.194350379500625E-08   -0.247284482802038E-08 
   57   18    0.112014041023050E-08    0.784247478845472E-09 
   57   19   -0.385025632448216E-08    0.406290387040274E-08 
   57   20    0.359269849667643E-08    0.312038453707094E-08 
   57   21   -0.611088007878867E-09    0.485252722404653E-09 
   57   22    0.245877962774735E-08    0.362551961660223E-09 
   57   23   -0.211633995255211E-08   -0.912986372690969E-09 
   57   24   -0.258422241481035E-08   -0.254086879942897E-08 
   57   25    0.660118583116798E-08   -0.269542353826336E-08 
   57   26   -0.186221836760258E-08   -0.479704951664186E-08 
   57   27    0.736586899228329E-09    0.694875211072070E-09 
   57   28   -0.357726766951832E-08    0.381609745406542E-10 
   57   29   -0.463716387592852E-09   -0.276304888530126E-08 
   57   30    0.637970332725163E-08    0.339547171924900E-08 
   57   31   -0.172157607749541E-08   -0.361916494339579E-08 
   57   32    0.466446457230972E-09   -0.164233302015635E-08 
   57   33    0.988553680679513E-09    0.440854944126237E-08 
   57   34   -0.277750406319078E-08    0.204513346206943E-08 
   57   35    0.233106962837310E-09   -0.371108069655014E-08 
   57   36   -0.143448362312461E-08   -0.573263511425686E-08 
   57   37    0.251119048147859E-08    0.242415030336229E-08 
   57   38    0.461647599068349E-08    0.452713662218378E-08 
   57   39    0.111691273652585E-08    0.730035644082271E-09 
   57   40    0.817765433374555E-09   -0.292290909245668E-09 
   57   41   -0.681839502514513E-09    0.210317518080979E-08 
   57   42   -0.935429037990882E-08    0.129708707792407E-08 
   57   43   -0.193309114276400E-08   -0.641880472002722E-08 
   57   44    0.215333963325339E-08   -0.142121152629939E-09 
   57   45   -0.150338963925973E-08    0.437431613785253E-08 
   57   46   -0.412356301939158E-08    0.242010414445411E-08 
   57   47   -0.113680171449593E-09   -0.104061854793028E-08 
   57   48   -0.131134033818326E-08    0.482524890903687E-08 
   57   49   -0.615191821001281E-09   -0.316791677917055E-08 
   57   50   -0.236206042910267E-08   -0.500333638636856E-08 
   57   51   -0.273669936306297E-08   -0.507071964917894E-08 
   57   52    0.336987245160024E-08    0.154528013477857E-10 
   57   53    0.419353470683547E-08   -0.145267812162934E-08 
   57   54   -0.564974211266986E-08    0.342966831500146E-08 
   57   55    0.278024403111785E-08    0.874380794500898E-09 
   57   56    0.652972656296101E-09    0.334102831399327E-08 
   57   57   -0.229756173926028E-08   -0.307409871377311E-08 
   58    0   -0.347390099127952E-08    0.000000000000000E+00 
   58    1   -0.198142183250709E-08   -0.120514944288508E-08 
   58    2    0.214556111713081E-08    0.503477799849976E-08 
   58    3   -0.417073579701880E-08   -0.553365410048995E-08 
   58    4   -0.278996698510867E-08   -0.186880564927431E-08 
   58    5    0.202726911364545E-08   -0.525348194484501E-09 
   58    6   -0.901947420527271E-09    0.120437845255909E-08 
   58    7   -0.511146435571484E-08    0.294983039040991E-08 
   58    8    0.411761610607363E-08    0.311779588729141E-08 
   58    9   -0.418921597573157E-08   -0.629729469333959E-08 
   58   10    0.239287334743182E-09   -0.202250491590631E-08 
   58   11   -0.326600657416489E-08   -0.453607748753852E-08 
   58   12    0.189369618394268E-08    0.608446385643818E-09 
   58   13   -0.375951032518284E-08    0.161669161239876E-09 
   58   14    0.462428846393419E-08   -0.175295429451927E-08 
   58   15    0.165717664408061E-08   -0.989568792564044E-09 
   58   16    0.114308683817324E-08   -0.141577591146471E-08 
   58   17    0.481349694102033E-08    0.221667384863505E-08 
   58   18    0.460103438032182E-08   -0.636577394108598E-09 
   58   19    0.215607409186626E-08   -0.476132303043886E-09 
   58   20   -0.290134425624985E-08    0.101881759536473E-08 
   58   21   -0.360753449255327E-09    0.486280007397552E-08 
   58   22    0.302528444390958E-08   -0.265329773642822E-08 
   58   23   -0.254040248048150E-09    0.260778289467771E-08 
   58   24   -0.313728147381850E-08   -0.195288654890420E-08 
   58   25    0.230986726545977E-08   -0.257623557351084E-08 
   58   26   -0.178631150366130E-08   -0.105449824846966E-09 
   58   27   -0.387155770110822E-08   -0.543579426176499E-08 
   58   28   -0.211743220776465E-08   -0.239749429511117E-08 
   58   29    0.265982579255039E-08   -0.279927037005063E-08 
   58   30    0.606205823113153E-08    0.326021583884203E-08 
   58   31   -0.348748685686611E-08    0.139370662405290E-08 
   58   32    0.202047368022051E-08    0.101972879067035E-08 
   58   33   -0.612891008598707E-09    0.138834951868658E-08 
   58   34   -0.232511687916635E-08    0.275018793180097E-08 
   58   35   -0.336765536701297E-08   -0.369128212159970E-09 
   58   36   -0.410743849926763E-08   -0.176879502489741E-08 
   58   37    0.232716376996967E-08   -0.272922870393088E-08 
   58   38   -0.519988605955695E-08    0.325330106646708E-09 
   58   39    0.562750255336003E-09   -0.132008836658743E-08 
   58   40    0.197024726504540E-08   -0.572348559459736E-08 
   58   41    0.239485608607096E-08    0.314499055567630E-08 
   58   42    0.860663567632028E-09   -0.169955457202581E-08 
   58   43   -0.159656279274536E-08   -0.292353688527094E-08 
   58   44    0.696105983804806E-08    0.671289750662206E-09 
   58   45   -0.119701872432845E-08    0.472805102908880E-08 
   58   46    0.162884125871955E-08    0.201665547119584E-08 
   58   47    0.419255886566688E-09   -0.808688459208799E-09 
   58   48   -0.159467093584598E-08   -0.349816316427824E-08 
   58   49    0.138220585945535E-08   -0.193728524110588E-09 
   58   50   -0.883193742572490E-09    0.621330074768704E-08 
   58   51    0.844178901200757E-09   -0.337566343513612E-08 
   58   52   -0.643040291759032E-09    0.438879856678902E-08 
   58   53   -0.527472605510813E-08   -0.246680394756461E-08 
   58   54   -0.296171030523079E-08   -0.753941172122911E-09 
   58   55    0.182443802323260E-08   -0.304633287037957E-08 
   58   56   -0.225288971533490E-09   -0.534293197132167E-09 
   58   57   -0.214104072267515E-08    0.890358856918398E-09 
   58   58   -0.155455604907062E-09    0.244791787795669E-09 
   59    0    0.354442202454392E-08    0.000000000000000E+00 
   59    1   -0.333884867004301E-08   -0.808072573770388E-09 
   59    2    0.470829455874728E-08    0.818063457032113E-09 
   59    3   -0.159264074377914E-08   -0.490125412856915E-08 
   59    4    0.322685700709394E-08    0.388261115903218E-08 
   59    5    0.241116152992327E-09   -0.521950427876030E-08 
   59    6   -0.506829711985934E-08    0.678950053048891E-10 
   59    7   -0.441630371543084E-08    0.582026675718177E-09 
   59    8    0.366677441570754E-08    0.604676159910398E-09 
   59    9   -0.206067191321605E-09   -0.117939868087364E-08 
   59   10    0.543561902903268E-08   -0.518043992787202E-08 
   59   11    0.571776739156334E-10   -0.247929020463587E-09 
   59   12    0.327958238750403E-08   -0.299872774572348E-08 
   59   13   -0.482653762724751E-08   -0.918257105842537E-09 
   59   14   -0.143075737471483E-08   -0.592836666697641E-08 
   59   15    0.765083471089797E-09   -0.203428342730449E-08 
   59   16   -0.117928339723575E-08   -0.117070684379928E-08 
   59   17    0.142242763998177E-08   -0.326477705736896E-09 
   59   18    0.220469845723200E-08   -0.282904565672582E-09 
   59   19    0.630255434834412E-10   -0.263109376674661E-08 
   59   20   -0.364098918250696E-08   -0.114009833841558E-08 
   59   21    0.396170734464108E-08   -0.332421128622139E-09 
   59   22    0.221844775484537E-08   -0.417245865541208E-08 
   59   23    0.440592084403594E-08    0.359566360969899E-08 
   59   24    0.795190934647719E-09   -0.684427133856053E-10 
   59   25    0.197363182257984E-08   -0.202745775013470E-08 
   59   26    0.838484737502838E-09    0.994077185978469E-08 
   59   27   -0.323365991838360E-08   -0.130600158259139E-08 
   59   28    0.281494051343753E-09   -0.380744808727504E-09 
   59   29   -0.411732925098236E-08   -0.568509871256853E-09 
   59   30   -0.311950862628691E-08   -0.203378299163426E-08 
   59   31   -0.160266237317701E-08    0.410729508117989E-08 
   59   32    0.155732267195371E-08   -0.880051114601028E-09 
   59   33   -0.782275945620150E-09   -0.244589018752765E-11 
   59   34    0.157950792764488E-08   -0.559996508586123E-09 
   59   35   -0.241113604559714E-08   -0.134209047671651E-08 
   59   36    0.440364158580187E-09    0.992865289140251E-09 
   59   37   -0.101073327062968E-08   -0.149468600175986E-08 
   59   38   -0.103894618627294E-08    0.493751743024153E-08 
   59   39   -0.266960828685154E-08    0.523507624361886E-09 
   59   40   -0.762479536450707E-08    0.548292097236793E-09 
   59   41   -0.719965896275593E-09    0.101763513823716E-08 
   59   42   -0.164368120365358E-08   -0.774274766079670E-09 
   59   43   -0.299967267060960E-08   -0.300353067078315E-08 
   59   44    0.539107442850042E-08   -0.333767627993008E-08 
   59   45    0.684778674706031E-08   -0.153122771849993E-08 
   59   46    0.451275355205820E-08    0.217189340447005E-08 
   59   47    0.505542256530317E-09    0.492964478138218E-08 
   59   48    0.330305093601688E-08    0.611724523746057E-08 
   59   49   -0.202929017901316E-08    0.380207858035687E-08 
   59   50   -0.460948223557356E-08    0.223818216233450E-08 
   59   51   -0.616207468611993E-09   -0.894611341976231E-09 
   59   52   -0.578662029844427E-08   -0.120303506410873E-08 
   59   53   -0.191115612697743E-08   -0.395559095018727E-08 
   59   54   -0.338508093359896E-08   -0.302266376678745E-08 
   59   55   -0.364570340497830E-09    0.188425208100249E-08 
   59   56    0.486678865036803E-08   -0.299079753568228E-08 
   59   57    0.442105981100849E-08   -0.191855290172887E-08 
   59   58    0.173568794690827E-08   -0.215991100287531E-08 
   59   59    0.209837263691737E-08    0.157277877627281E-09 
   60    0   -0.873028135145518E-09    0.000000000000000E+00 
   60    1    0.187727663926098E-08   -0.132825013933017E-08 
   60    2    0.348789253438793E-08   -0.190174042720359E-08 
   60    3    0.281082582947237E-08   -0.240240785948665E-09 
   60    4    0.765710755689231E-08   -0.204227239232493E-09 
   60    5   -0.218398145144929E-08    0.145701310215803E-08 
   60    6   -0.387518677991441E-08   -0.243385342717887E-08 
   60    7   -0.857821683349787E-09   -0.224288507220279E-08 
   60    8    0.317963200301667E-08   -0.224391651384230E-08 
   60    9    0.993291782513661E-09    0.334755923102894E-08 
   60   10    0.191293530306098E-09   -0.109988336620401E-08 
   60   11    0.287309232103520E-08    0.486313267853635E-08 
   60   12   -0.594145468360821E-09   -0.367530033714936E-08 
   60   13   -0.848881555154454E-09    0.472215068520715E-09 
   60   14   -0.223856634932075E-08   -0.556339079328926E-09 
   60   15    0.411594458342910E-10   -0.110383697710038E-08 
   60   16   -0.381857644114737E-08   -0.892136478238343E-09 
   60   17   -0.458193387337145E-08    0.216707532828768E-08 
   60   18   -0.804406255488359E-09   -0.310877906435451E-08 
   60   19    0.214290723880314E-08   -0.302013731810922E-08 
   60   20   -0.788613839159239E-09    0.456756555007491E-09 
   60   21    0.823074684938221E-09   -0.437022275301779E-08 
   60   22    0.289283829096129E-08    0.393724555944202E-08 
   60   23    0.634555559899883E-08   -0.273466165170813E-08 
   60   24   -0.213980248521681E-08    0.108607000420080E-08 
   60   25    0.197975068503990E-08   -0.211443504094908E-09 
   60   26    0.402742285597310E-08    0.429973327462820E-08 
   60   27   -0.425474497191058E-08    0.287930535054496E-08 
   60   28    0.112188684096490E-08   -0.223181277999075E-08 
   60   29    0.214263206015738E-08    0.344220478965188E-08 
   60   30   -0.529096024869246E-08   -0.290319702078140E-08 
   60   31    0.425738867679731E-08    0.440169025297077E-09 
   60   32   -0.543748417579937E-09   -0.246069685901983E-09 
   60   33   -0.439522180693912E-08    0.406230526379225E-08 
   60   34    0.477370848863954E-08   -0.237486345751294E-08 
   60   35    0.670124925807689E-10   -0.881318269377254E-09 
   60   36    0.198890694527995E-08   -0.862960190589599E-09 
   60   37   -0.281066166684822E-08    0.803087515041086E-09 
   60   38    0.185019059240589E-08    0.760294120566138E-09 
   60   39   -0.146067033229987E-08   -0.458840458415934E-08 
   60   40   -0.613915969798381E-09    0.132666649501236E-08 
   60   41    0.343164896941121E-09   -0.147308434722917E-08 
   60   42    0.123220214724568E-08    0.364487946759950E-08 
   60   43    0.343638087400256E-08    0.480553494969372E-09 
   60   44    0.154572897397757E-08   -0.148691455823336E-08 
   60   45    0.405875396972387E-08   -0.437935726266295E-08 
   60   46    0.166534532055640E-08    0.233319089259066E-10 
   60   47    0.129238945743055E-08    0.262981345469509E-08 
   60   48   -0.429386102285391E-08   -0.397535208728928E-08 
   60   49    0.585349091229195E-08   -0.383096553619749E-08 
   60   50    0.238362636706276E-08    0.332076539415561E-08 
   60   51   -0.245452376502644E-08   -0.163786039488680E-08 
   60   52    0.363414483320561E-08    0.517318219365017E-08 
   60   53   -0.797167281691942E-09    0.532564075916529E-08 
   60   54    0.459597253675488E-08   -0.335014518239223E-08 
   60   55    0.289183122659318E-08    0.232555631491543E-08 
   60   56   -0.144515250981558E-08   -0.217626735455757E-08 
   60   57   -0.199727229560439E-08   -0.734653848145407E-10 
   60   58   -0.181803595988164E-08    0.258885482253326E-08 
   60   59   -0.244928116592872E-08    0.842582222712943E-09 
   60   60    0.381912311575920E-08    0.171232808240192E-10 
